player,runs,mins,bf,4s,6s,sr,inns,match_type,opposition,ground,start_date
SK Raina,54,109,66,3,0,81.81,2,ODI,Sri Lanka,Karachi,03 Jul 2008
MS Dhoni,67,78,62,5,1,108.06,2,ODI,Sri Lanka,Karachi,03 Jul 2008
Yuvraj Singh,36*,48,31,3,1,116.12,2,ODI,Sri Lanka,Karachi,03 Jul 2008
RG Sharma,22*,37,28,2,0,78.57,2,ODI,Sri Lanka,Karachi,03 Jul 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Karachi,03 Jul 2008
PP Ojha,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Karachi,03 Jul 2008
P Kumar,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Karachi,03 Jul 2008
RP Singh,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Karachi,03 Jul 2008
IK Pathan,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Karachi,03 Jul 2008
G Gambhir,6,22,13,1,0,46.15,2,ODI,Sri Lanka,Karachi,06 Jul 2008
V Sehwag,60,46,36,12,0,166.66,2,ODI,Sri Lanka,Karachi,06 Jul 2008
SK Raina,16,44,21,3,0,76.19,2,ODI,Sri Lanka,Karachi,06 Jul 2008
Yuvraj Singh,0,2,2,0,0,0.00,2,ODI,Sri Lanka,Karachi,06 Jul 2008
MS Dhoni,49,104,74,4,0,66.21,2,ODI,Sri Lanka,Karachi,06 Jul 2008
RG Sharma,3,8,8,0,0,37.50,2,ODI,Sri Lanka,Karachi,06 Jul 2008
RV Uthappa,20,43,41,2,0,48.78,2,ODI,Sri Lanka,Karachi,06 Jul 2008
IK Pathan,2,17,6,0,0,33.33,2,ODI,Sri Lanka,Karachi,06 Jul 2008
RP Singh,0,2,1,0,0,0.00,2,ODI,Sri Lanka,Karachi,06 Jul 2008
PP Ojha,6*,32,17,0,0,35.29,2,ODI,Sri Lanka,Karachi,06 Jul 2008
I Sharma,8,19,18,1,0,44.44,2,ODI,Sri Lanka,Karachi,06 Jul 2008
G Gambhir,39,74,55,5,0,70.90,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
V Sehwag,25,23,16,5,0,156.25,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
R Dravid,14,55,35,2,0,40.00,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
SR Tendulkar,27,60,46,3,0,58.69,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
SC Ganguly,23,80,57,4,0,40.35,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
VVS Laxman,56,162,118,6,0,47.45,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
KD Karthik,9,13,16,1,0,56.25,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
A Kumble,1,34,15,0,0,6.66,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
Harbhajan Singh,9,9,9,2,0,100.00,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
Z Khan,5,13,16,0,0,31.25,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
I Sharma,13*,70,54,1,0,24.07,2,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
G Gambhir,43,126,90,4,0,47.77,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
V Sehwag,13,30,17,2,0,76.47,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
VVS Laxman,21,33,26,3,0,80.76,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
SR Tendulkar,12,42,30,1,0,40.00,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
R Dravid,10,41,30,1,0,33.33,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
SC Ganguly,4,14,12,1,0,33.33,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
KD Karthik,0,10,6,0,0,0.00,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
A Kumble,12,24,24,2,0,50.00,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
Harbhajan Singh,15,34,28,1,0,53.57,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
Z Khan,3,11,6,0,0,50.00,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
I Sharma,5*,2,1,0,0,500.00,3,Test,Sri Lanka,Colombo (SSC),23 Jul 2008
G Gambhir,56,134,103,8,0,54.36,1,Test,Sri Lanka,Galle,31 Jul 2008
V Sehwag,201*,348,231,22,4,87.01,1,Test,Sri Lanka,Galle,31 Jul 2008
R Dravid,2,7,6,0,0,33.33,1,Test,Sri Lanka,Galle,31 Jul 2008
SR Tendulkar,5,5,3,1,0,166.66,1,Test,Sri Lanka,Galle,31 Jul 2008
SC Ganguly,0,4,5,0,0,0.00,1,Test,Sri Lanka,Galle,31 Jul 2008
VVS Laxman,39,108,83,4,0,46.98,1,Test,Sri Lanka,Galle,31 Jul 2008
KD Karthik,7,13,11,0,0,63.63,1,Test,Sri Lanka,Galle,31 Jul 2008
A Kumble,4,42,32,0,0,12.50,1,Test,Sri Lanka,Galle,31 Jul 2008
Harbhajan Singh,1,4,7,0,0,14.28,1,Test,Sri Lanka,Galle,31 Jul 2008
Z Khan,2,11,7,0,0,28.57,1,Test,Sri Lanka,Galle,31 Jul 2008
I Sharma,0,10,4,0,0,0.00,1,Test,Sri Lanka,Galle,31 Jul 2008
G Gambhir,74,155,149,10,0,49.66,3,Test,Sri Lanka,Galle,31 Jul 2008
V Sehwag,50,85,52,6,1,96.15,3,Test,Sri Lanka,Galle,31 Jul 2008
R Dravid,44,133,92,6,0,47.82,3,Test,Sri Lanka,Galle,31 Jul 2008
SR Tendulkar,31,54,42,5,0,73.80,3,Test,Sri Lanka,Galle,31 Jul 2008
SC Ganguly,16,76,45,1,0,35.55,3,Test,Sri Lanka,Galle,31 Jul 2008
VVS Laxman,13,29,15,1,0,86.66,3,Test,Sri Lanka,Galle,31 Jul 2008
KD Karthik,20,32,22,1,2,90.90,3,Test,Sri Lanka,Galle,31 Jul 2008
A Kumble,2,9,8,0,0,25.00,3,Test,Sri Lanka,Galle,31 Jul 2008
Harbhajan Singh,11,33,12,1,0,91.66,3,Test,Sri Lanka,Galle,31 Jul 2008
I Sharma,0,3,1,0,0,0.00,3,Test,Sri Lanka,Galle,31 Jul 2008
Z Khan,1*,24,20,0,0,5.00,3,Test,Sri Lanka,Galle,31 Jul 2008
G Gambhir,72,196,128,10,0,56.25,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
V Sehwag,21,36,21,4,0,100.00,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
R Dravid,10,52,29,0,0,34.48,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
SR Tendulkar,6,18,12,0,0,50.00,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
SC Ganguly,35,68,57,4,1,61.40,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
VVS Laxman,25,56,44,1,0,56.81,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
PA Patel,13,48,42,1,0,30.95,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
A Kumble,1,10,6,0,0,16.66,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
Harbhajan Singh,3,11,8,0,0,37.50,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
I Sharma,17*,77,61,0,0,27.86,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
Z Khan,32,68,73,3,1,43.83,1,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
G Gambhir,26,55,43,3,0,60.46,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
V Sehwag,34,48,29,7,0,117.24,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
R Dravid,68,226,166,6,0,40.96,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
SC Ganguly,18,64,50,1,1,36.00,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
PA Patel,1,3,2,0,0,50.00,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
SR Tendulkar,14,26,22,1,0,63.63,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
VVS Laxman,61*,193,157,3,0,38.85,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
A Kumble,9,21,15,1,0,60.00,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
Harbhajan Singh,26,32,32,5,0,81.25,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
Z Khan,0,8,7,0,0,0.00,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
I Sharma,0,5,5,0,0,0.00,3,Test,Sri Lanka,Colombo (PSS),08 Aug 2008
G Gambhir,0,1,2,0,0,0.00,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
V Kohli,12,33,22,1,0,54.54,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
SK Raina,17,50,35,2,0,48.57,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
Yuvraj Singh,23,70,30,2,1,76.66,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
RG Sharma,19,46,31,1,1,61.29,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
MS Dhoni,6,30,28,0,0,21.42,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
IK Pathan,7,31,19,0,0,36.84,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
Harbhajan Singh,12,53,28,0,0,42.85,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
Z Khan,12,28,38,0,0,31.57,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
PP Ojha,16*,33,29,1,0,55.17,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
MM Patel,15,14,14,1,1,107.14,1,ODI,Sri Lanka,Dambulla,18 Aug 2008
IK Pathan,5,11,8,1,0,62.50,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
V Kohli,37,82,67,6,0,55.22,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
SK Raina,1,7,4,0,0,25.00,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
Yuvraj Singh,20,40,32,4,0,62.50,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
MS Dhoni,39,88,54,3,0,72.22,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
RG Sharma,0,2,2,0,0,0.00,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
S Badrinath,27*,83,57,1,0,47.36,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
Harbhajan Singh,1,8,6,0,0,16.66,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
Z Khan,2*,9,10,0,0,20.00,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
P Kumar,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
MM Patel,DNB,-,-,-,-,-,2,ODI,Sri Lanka,Dambulla,20 Aug 2008
V Kohli,25,40,38,4,0,65.78,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
G Gambhir,8,45,20,0,0,40.00,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
Yuvraj Singh,12,25,17,0,1,70.58,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
SK Raina,53,109,80,4,1,66.25,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
S Badrinath,6,42,19,0,0,31.57,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
MS Dhoni,76,99,80,8,0,95.00,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
RG Sharma,32,39,32,3,0,100.00,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
Harbhajan Singh,2,11,6,0,0,33.33,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
P Kumar,2*,11,3,0,0,66.66,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
Z Khan,1,9,6,0,0,16.66,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
MM Patel,DNB,-,-,-,-,-,1,ODI,Sri Lanka,Colombo (RPS),24 Aug 2008
V Kohli,54,87,66,7,0,81.81,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
G Gambhir,17,45,21,1,0,80.95,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
Yuvraj Singh,0,12,6,0,0,0.00,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
SK Raina,76,125,78,6,1,97.43,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
MS Dhoni,71,104,80,4,0,88.75,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
RG Sharma,18,30,23,0,0,78.26,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
S Badrinath,6,10,11,0,0,54.54,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
Harbhajan Singh,2,7,4,0,0,50.00,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
P Kumar,2,7,6,0,0,33.33,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
Z Khan,0,5,2,0,0,0.00,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
MM Patel,1*,1,1,0,0,100.00,1,ODI,Sri Lanka,Colombo (RPS),27 Aug 2008
V Kohli,31,45,46,3,1,67.39,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
G Gambhir,11,37,16,2,0,68.75,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
Yuvraj Singh,17,46,23,2,0,73.91,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
SK Raina,10,17,13,2,0,76.92,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
RG Sharma,3,11,5,0,0,60.00,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
MS Dhoni,1,17,7,0,0,14.28,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
IK Pathan,7,21,15,1,0,46.66,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
Z Khan,3,21,10,0,0,30.00,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
RP Singh,4,14,13,0,0,30.76,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
PP Ojha,5,10,9,1,0,55.55,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
MM Patel,4*,4,2,1,0,200.00,2,ODI,Sri Lanka,Colombo (RPS),29 Aug 2008
G Gambhir,21,96,61,3,0,34.42,2,Test,Australia,Bengaluru,09 Oct 2008
V Sehwag,45,115,64,7,0,70.31,2,Test,Australia,Bengaluru,09 Oct 2008
R Dravid,51,149,104,7,0,49.03,2,Test,Australia,Bengaluru,09 Oct 2008
SR Tendulkar,13,26,18,3,0,72.22,2,Test,Australia,Bengaluru,09 Oct 2008
VVS Laxman,0,24,12,0,0,0.00,2,Test,Australia,Bengaluru,09 Oct 2008
SC Ganguly,47,193,115,3,0,40.86,2,Test,Australia,Bengaluru,09 Oct 2008
MS Dhoni,9,65,51,0,0,17.64,2,Test,Australia,Bengaluru,09 Oct 2008
Harbhajan Singh,54,146,110,5,0,49.09,2,Test,Australia,Bengaluru,09 Oct 2008
Z Khan,57*,189,121,7,0,47.10,2,Test,Australia,Bengaluru,09 Oct 2008
A Kumble,5,57,33,0,0,15.15,2,Test,Australia,Bengaluru,09 Oct 2008
I Sharma,6,33,31,1,0,19.35,2,Test,Australia,Bengaluru,09 Oct 2008
G Gambhir,29,117,81,4,0,35.80,4,Test,Australia,Bengaluru,09 Oct 2008
V Sehwag,6,23,9,1,0,66.66,4,Test,Australia,Bengaluru,09 Oct 2008
R Dravid,5,15,13,1,0,38.46,4,Test,Australia,Bengaluru,09 Oct 2008
SR Tendulkar,49,177,126,4,0,38.88,4,Test,Australia,Bengaluru,09 Oct 2008
VVS Laxman,42*,173,142,5,0,29.57,4,Test,Australia,Bengaluru,09 Oct 2008
SC Ganguly,26*,72,68,2,0,38.23,4,Test,Australia,Bengaluru,09 Oct 2008
A Kumble,DNB,-,-,-,-,-,4,Test,Australia,Bengaluru,09 Oct 2008
Harbhajan Singh,DNB,-,-,-,-,-,4,Test,Australia,Bengaluru,09 Oct 2008
MS Dhoni,DNB,-,-,-,-,-,4,Test,Australia,Bengaluru,09 Oct 2008
Z Khan,DNB,-,-,-,-,-,4,Test,Australia,Bengaluru,09 Oct 2008
I Sharma,DNB,-,-,-,-,-,4,Test,Australia,Bengaluru,09 Oct 2008
G Gambhir,67,192,140,9,0,47.85,1,Test,Australia,Mohali,17 Oct 2008
V Sehwag,35,70,36,6,0,97.22,1,Test,Australia,Mohali,17 Oct 2008
R Dravid,39,118,70,7,0,55.71,1,Test,Australia,Mohali,17 Oct 2008
SR Tendulkar,88,186,111,10,0,79.27,1,Test,Australia,Mohali,17 Oct 2008
VVS Laxman,12,18,19,2,0,63.15,1,Test,Australia,Mohali,17 Oct 2008
SC Ganguly,102,332,225,8,0,45.33,1,Test,Australia,Mohali,17 Oct 2008
I Sharma,9,40,33,1,0,27.27,1,Test,Australia,Mohali,17 Oct 2008
MS Dhoni,92,176,124,8,4,74.19,1,Test,Australia,Mohali,17 Oct 2008
Harbhajan Singh,1,16,9,0,0,11.11,1,Test,Australia,Mohali,17 Oct 2008
Z Khan,2,25,10,0,0,20.00,1,Test,Australia,Mohali,17 Oct 2008
A Mishra,0*,4,0,0,0,-,1,Test,Australia,Mohali,17 Oct 2008
G Gambhir,104,219,138,7,1,75.36,3,Test,Australia,Mohali,17 Oct 2008
V Sehwag,90,183,122,8,0,73.77,3,Test,Australia,Mohali,17 Oct 2008
MS Dhoni,68*,107,84,3,1,80.95,3,Test,Australia,Mohali,17 Oct 2008
SC Ganguly,27,54,37,2,0,72.97,3,Test,Australia,Mohali,17 Oct 2008
SR Tendulkar,10*,16,12,1,0,83.33,3,Test,Australia,Mohali,17 Oct 2008
R Dravid,DNB,-,-,-,-,-,3,Test,Australia,Mohali,17 Oct 2008
VVS Laxman,DNB,-,-,-,-,-,3,Test,Australia,Mohali,17 Oct 2008
Harbhajan Singh,DNB,-,-,-,-,-,3,Test,Australia,Mohali,17 Oct 2008
Z Khan,DNB,-,-,-,-,-,3,Test,Australia,Mohali,17 Oct 2008
A Mishra,DNB,-,-,-,-,-,3,Test,Australia,Mohali,17 Oct 2008
I Sharma,DNB,-,-,-,-,-,3,Test,Australia,Mohali,17 Oct 2008
G Gambhir,206,550,380,26,1,54.21,1,Test,Australia,Delhi,29 Oct 2008
V Sehwag,1,10,2,0,0,50.00,1,Test,Australia,Delhi,29 Oct 2008
R Dravid,11,36,31,1,0,35.48,1,Test,Australia,Delhi,29 Oct 2008
SR Tendulkar,68,188,126,11,0,53.96,1,Test,Australia,Delhi,29 Oct 2008
VVS Laxman,200*,465,301,21,0,66.44,1,Test,Australia,Delhi,29 Oct 2008
SC Ganguly,5,10,8,1,0,62.50,1,Test,Australia,Delhi,29 Oct 2008
MS Dhoni,27,30,29,4,1,93.10,1,Test,Australia,Delhi,29 Oct 2008
A Kumble,45,84,73,7,0,61.64,1,Test,Australia,Delhi,29 Oct 2008
Z Khan,28*,23,21,5,0,133.33,1,Test,Australia,Delhi,29 Oct 2008
A Mishra,DNB,-,-,-,-,-,1,Test,Australia,Delhi,29 Oct 2008
I Sharma,DNB,-,-,-,-,-,1,Test,Australia,Delhi,29 Oct 2008
G Gambhir,36,170,107,5,0,33.64,3,Test,Australia,Delhi,29 Oct 2008
V Sehwag,16,37,17,2,0,94.11,3,Test,Australia,Delhi,29 Oct 2008
I Sharma,1,5,2,0,0,50.00,3,Test,Australia,Delhi,29 Oct 2008
R Dravid,11,52,37,2,0,29.72,3,Test,Australia,Delhi,29 Oct 2008
SR Tendulkar,47,159,120,4,0,39.16,3,Test,Australia,Delhi,29 Oct 2008
VVS Laxman,59*,167,130,7,0,45.38,3,Test,Australia,Delhi,29 Oct 2008
SC Ganguly,32*,81,53,3,1,60.37,3,Test,Australia,Delhi,29 Oct 2008
A Kumble,DNB,-,-,-,-,-,3,Test,Australia,Delhi,29 Oct 2008
MS Dhoni,DNB,-,-,-,-,-,3,Test,Australia,Delhi,29 Oct 2008
Z Khan,DNB,-,-,-,-,-,3,Test,Australia,Delhi,29 Oct 2008
A Mishra,DNB,-,-,-,-,-,3,Test,Australia,Delhi,29 Oct 2008
V Sehwag,66,114,69,9,1,95.65,1,Test,Australia,Nagpur,06 Nov 2008
M Vijay,33,88,53,2,0,62.26,1,Test,Australia,Nagpur,06 Nov 2008
R Dravid,0,4,2,0,0,0.00,1,Test,Australia,Nagpur,06 Nov 2008
SR Tendulkar,109,274,188,12,0,57.97,1,Test,Australia,Nagpur,06 Nov 2008
VVS Laxman,64,193,141,5,0,45.39,1,Test,Australia,Nagpur,06 Nov 2008
SC Ganguly,85,220,153,8,1,55.55,1,Test,Australia,Nagpur,06 Nov 2008
MS Dhoni,56,158,97,4,0,57.73,1,Test,Australia,Nagpur,06 Nov 2008
Harbhajan Singh,18*,40,24,4,0,75.00,1,Test,Australia,Nagpur,06 Nov 2008
Z Khan,1,25,16,0,0,6.25,1,Test,Australia,Nagpur,06 Nov 2008
A Mishra,0,1,1,0,0,0.00,1,Test,Australia,Nagpur,06 Nov 2008
I Sharma,0,9,7,0,0,0.00,1,Test,Australia,Nagpur,06 Nov 2008
V Sehwag,92,163,107,10,1,85.98,3,Test,Australia,Nagpur,06 Nov 2008
M Vijay,41,128,81,5,0,50.61,3,Test,Australia,Nagpur,06 Nov 2008
R Dravid,3,20,17,0,0,17.64,3,Test,Australia,Nagpur,06 Nov 2008
SR Tendulkar,12,90,55,1,0,21.81,3,Test,Australia,Nagpur,06 Nov 2008
VVS Laxman,4,62,34,0,0,11.76,3,Test,Australia,Nagpur,06 Nov 2008
SC Ganguly,0,1,1,0,0,0.00,3,Test,Australia,Nagpur,06 Nov 2008
MS Dhoni,55,117,81,4,0,67.90,3,Test,Australia,Nagpur,06 Nov 2008
Harbhajan Singh,52,121,94,5,0,55.31,3,Test,Australia,Nagpur,06 Nov 2008
Z Khan,6,10,11,1,0,54.54,3,Test,Australia,Nagpur,06 Nov 2008
A Mishra,7,14,8,1,0,87.50,3,Test,Australia,Nagpur,06 Nov 2008
I Sharma,1*,9,9,0,0,11.11,3,Test,Australia,Nagpur,06 Nov 2008
G Gambhir,51,91,63,8,0,80.95,1,ODI,England,Rajkot,14 Nov 2008
V Sehwag,85,108,73,10,3,116.43,1,ODI,England,Rajkot,14 Nov 2008
SK Raina,43,77,44,0,3,97.72,1,ODI,England,Rajkot,14 Nov 2008
Yuvraj Singh,138*,125,78,16,6,176.92,1,ODI,England,Rajkot,14 Nov 2008
YK Pathan,0,4,2,0,0,0.00,1,ODI,England,Rajkot,14 Nov 2008
MS Dhoni,39,46,32,3,1,121.87,1,ODI,England,Rajkot,14 Nov 2008
RG Sharma,11*,30,8,1,0,137.50,1,ODI,England,Rajkot,14 Nov 2008
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,England,Rajkot,14 Nov 2008
Z Khan,DNB,-,-,-,-,-,1,ODI,England,Rajkot,14 Nov 2008
MM Patel,DNB,-,-,-,-,-,1,ODI,England,Rajkot,14 Nov 2008
RP Singh,DNB,-,-,-,-,-,1,ODI,England,Rajkot,14 Nov 2008
G Gambhir,70,132,76,6,1,92.10,1,ODI,England,Indore,17 Nov 2008
V Sehwag,1,6,4,0,0,25.00,1,ODI,England,Indore,17 Nov 2008
SK Raina,4,10,9,1,0,44.44,1,ODI,England,Indore,17 Nov 2008
RG Sharma,3,16,13,0,0,23.07,1,ODI,England,Indore,17 Nov 2008
Yuvraj Singh,118,153,122,15,2,96.72,1,ODI,England,Indore,17 Nov 2008
MS Dhoni,15,31,26,1,0,57.69,1,ODI,England,Indore,17 Nov 2008
YK Pathan,50*,55,29,2,4,172.41,1,ODI,England,Indore,17 Nov 2008
Harbhajan Singh,8,14,10,0,0,80.00,1,ODI,England,Indore,17 Nov 2008
Z Khan,1,6,7,0,0,14.28,1,ODI,England,Indore,17 Nov 2008
RP Singh,4,5,5,0,0,80.00,1,ODI,England,Indore,17 Nov 2008
MM Patel,0*,2,1,0,0,0.00,1,ODI,England,Indore,17 Nov 2008
G Gambhir,14,30,17,3,0,82.35,2,ODI,England,Kanpur,20 Nov 2008
V Sehwag,68,109,76,8,1,89.47,2,ODI,England,Kanpur,20 Nov 2008
SK Raina,1,10,8,0,0,12.50,2,ODI,England,Kanpur,20 Nov 2008
RG Sharma,28,54,41,3,0,68.29,2,ODI,England,Kanpur,20 Nov 2008
Yuvraj Singh,38,62,31,2,1,122.58,2,ODI,England,Kanpur,20 Nov 2008
MS Dhoni,29*,70,51,4,0,56.86,2,ODI,England,Kanpur,20 Nov 2008
YK Pathan,12*,20,16,2,0,75.00,2,ODI,England,Kanpur,20 Nov 2008
Harbhajan Singh,DNB,-,-,-,-,-,2,ODI,England,Kanpur,20 Nov 2008
Z Khan,DNB,-,-,-,-,-,2,ODI,England,Kanpur,20 Nov 2008
MM Patel,DNB,-,-,-,-,-,2,ODI,England,Kanpur,20 Nov 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,England,Kanpur,20 Nov 2008
V Sehwag,69,102,57,9,3,121.05,1,ODI,England,Bengaluru,23 Nov 2008
SR Tendulkar,11,40,21,2,0,52.38,1,ODI,England,Bengaluru,23 Nov 2008
G Gambhir,40,70,37,7,0,108.10,1,ODI,England,Bengaluru,23 Nov 2008
Yuvraj Singh,25*,16,11,0,3,227.27,1,ODI,England,Bengaluru,23 Nov 2008
MS Dhoni,9,5,5,0,1,180.00,1,ODI,England,Bengaluru,23 Nov 2008
YK Pathan,6*,1,1,0,1,600.00,1,ODI,England,Bengaluru,23 Nov 2008
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,England,Bengaluru,23 Nov 2008
Z Khan,DNB,-,-,-,-,-,1,ODI,England,Bengaluru,23 Nov 2008
SK Raina,DNB,-,-,-,-,-,1,ODI,England,Bengaluru,23 Nov 2008
MM Patel,DNB,-,-,-,-,-,1,ODI,England,Bengaluru,23 Nov 2008
I Sharma,DNB,-,-,-,-,-,1,ODI,England,Bengaluru,23 Nov 2008
V Sehwag,91,116,73,15,1,124.65,2,ODI,England,Cuttack,26 Nov 2008
SR Tendulkar,50,99,57,6,0,87.71,2,ODI,England,Cuttack,26 Nov 2008
Yuvraj Singh,6,13,9,0,0,66.66,2,ODI,England,Cuttack,26 Nov 2008
MS Dhoni,50,87,61,5,0,81.96,2,ODI,England,Cuttack,26 Nov 2008
SK Raina,53*,98,53,8,0,100.00,2,ODI,England,Cuttack,26 Nov 2008
RG Sharma,8*,13,10,1,0,80.00,2,ODI,England,Cuttack,26 Nov 2008
Harbhajan Singh,DNB,-,-,-,-,-,2,ODI,England,Cuttack,26 Nov 2008
Z Khan,DNB,-,-,-,-,-,2,ODI,England,Cuttack,26 Nov 2008
IK Pathan,DNB,-,-,-,-,-,2,ODI,England,Cuttack,26 Nov 2008
YK Pathan,DNB,-,-,-,-,-,2,ODI,England,Cuttack,26 Nov 2008
I Sharma,DNB,-,-,-,-,-,2,ODI,England,Cuttack,26 Nov 2008
G Gambhir,19,65,43,3,0,44.18,2,Test,England,Chennai,11 Dec 2008
V Sehwag,9,24,16,2,0,56.25,2,Test,England,Chennai,11 Dec 2008
R Dravid,3,44,24,0,0,12.50,2,Test,England,Chennai,11 Dec 2008
SR Tendulkar,37,90,48,4,1,77.08,2,Test,England,Chennai,11 Dec 2008
VVS Laxman,24,81,60,3,0,40.00,2,Test,England,Chennai,11 Dec 2008
Yuvraj Singh,14,58,41,2,0,34.14,2,Test,England,Chennai,11 Dec 2008
MS Dhoni,53,162,82,5,0,64.63,2,Test,England,Chennai,11 Dec 2008
Harbhajan Singh,40,87,58,7,0,68.96,2,Test,England,Chennai,11 Dec 2008
